ID,Ulasan,Label
111,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
112,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
113,Dealer tidak responsif terhadap keluhan pelanggan,negatif
114,Sangat cocok untuk keluarga kecil seperti saya,positif
115,Mobil sering mogok meskipun baru dibeli,negatif
116,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
117,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
118,Showroom sangat membantu selama proses pembelian,positif
119,Saya kecewa dengan kualitas interior yang murahan,negatif
120,Fitur mobil sering error dan tidak berfungsi,negatif
121,AC mobil tidak dingin sejak pertama pakai,negatif
122,Fitur mobil sering error dan tidak berfungsi,negatif
123,Harga tidak sebanding dengan kualitas yang diberikan,negatif
124,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
125,AC mobil tidak dingin sejak pertama pakai,negatif
126,Mobil sering mogok meskipun baru dibeli,negatif
127,Mesin cepat panas dan boros bahan bakar,negatif
128,Pelayanan di bengkel luar biasa dan sangat cepat,positif
129,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
130,Mesin cepat panas dan boros bahan bakar,negatif
131,Suspensi terlalu keras membuat tidak nyaman,negatif
132,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
133,AC mobil tidak dingin sejak pertama pakai,negatif
134,Saya kecewa dengan kualitas interior yang murahan,negatif
135,Mesin cepat panas dan boros bahan bakar,negatif
136,Desain interiornya modern dan elegan,positif
137,Suara mesin terlalu bising saat dikendarai,negatif
138,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
139,Saya kecewa dengan kualitas interior yang murahan,negatif
140,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
141,Garansi yang diberikan membuat saya merasa aman,positif
142,Dealer tidak responsif terhadap keluhan pelanggan,negatif
143,Suspensi terlalu keras membuat tidak nyaman,negatif
144,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
145,AC mobil tidak dingin sejak pertama pakai,negatif
146,Fitur mobil sering error dan tidak berfungsi,negatif
147,Fitur mobil sering error dan tidak berfungsi,negatif
148,Mesin cepat panas dan boros bahan bakar,negatif
149,Harga tidak sebanding dengan kualitas yang diberikan,negatif
150,Mobil sering mogok meskipun baru dibeli,negatif
151,Pelayanan di bengkel luar biasa dan sangat cepat,positif
152,Saya sangat puas dengan performa mesin mobil ini,positif
153,Saya kecewa dengan kualitas interior yang murahan,negatif
154,Suara mesin terlalu bising saat dikendarai,negatif
155,Sangat cocok untuk keluarga kecil seperti saya,positif
156,Garansi yang diberikan membuat saya merasa aman,positif
157,Dealer tidak responsif terhadap keluhan pelanggan,negatif
158,Showroom sangat membantu selama proses pembelian,positif
159,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
160,Mobil sering mogok meskipun baru dibeli,negatif
161,Garansi yang diberikan membuat saya merasa aman,positif
162,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
163,Handling mobil ini luar biasa di jalan berliku,positif
164,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
165,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
166,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
167,Suara mesin terlalu bising saat dikendarai,negatif
168,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
169,Showroom sangat membantu selama proses pembelian,positif
170,Dealer tidak responsif terhadap keluhan pelanggan,negatif
171,Sangat cocok untuk keluarga kecil seperti saya,positif
172,Mobil sering mogok meskipun baru dibeli,negatif
173,Showroom sangat membantu selama proses pembelian,positif
174,Mobil sering mogok meskipun baru dibeli,negatif
175,Harga tidak sebanding dengan kualitas yang diberikan,negatif
176,Pelayanan di bengkel luar biasa dan sangat cepat,positif
177,Handling mobil ini luar biasa di jalan berliku,positif
178,Mobil sering mogok meskipun baru dibeli,negatif
179,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
180,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
181,AC mobil tidak dingin sejak pertama pakai,negatif
182,AC mobil tidak dingin sejak pertama pakai,negatif
183,Sangat cocok untuk keluarga kecil seperti saya,positif
184,Suspensi terlalu keras membuat tidak nyaman,negatif
185,Suara mesin terlalu bising saat dikendarai,negatif
186,Dealer tidak responsif terhadap keluhan pelanggan,negatif
187,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
188,Garansi yang diberikan membuat saya merasa aman,positif
189,Showroom sangat membantu selama proses pembelian,positif
190,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
191,Mobil sering mogok meskipun baru dibeli,negatif
192,Mobil sering mogok meskipun baru dibeli,negatif
193,Harga tidak sebanding dengan kualitas yang diberikan,negatif
194,Fitur mobil sering error dan tidak berfungsi,negatif
195,Mobil sering mogok meskipun baru dibeli,negatif
196,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
197,Fitur mobil sering error dan tidak berfungsi,negatif
198,Dealer tidak responsif terhadap keluhan pelanggan,negatif
199,Garansi yang diberikan membuat saya merasa aman,positif
200,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
201,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
202,Fitur mobil sering error dan tidak berfungsi,negatif
203,Mesin cepat panas dan boros bahan bakar,negatif
204,Sangat cocok untuk keluarga kecil seperti saya,positif
205,Garansi yang diberikan membuat saya merasa aman,positif
206,Handling mobil ini luar biasa di jalan berliku,positif
207,Desain interiornya modern dan elegan,positif
208,Showroom sangat membantu selama proses pembelian,positif
209,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
210,Saya sangat puas dengan performa mesin mobil ini,positif
211,Fitur mobil sering error dan tidak berfungsi,negatif
212,Harga tidak sebanding dengan kualitas yang diberikan,negatif
213,Saya sangat puas dengan performa mesin mobil ini,positif
214,Suspensi terlalu keras membuat tidak nyaman,negatif
215,Sangat cocok untuk keluarga kecil seperti saya,positif
216,Showroom sangat membantu selama proses pembelian,positif
217,Mobil sering mogok meskipun baru dibeli,negatif
218,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
219,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
220,Saya sangat puas dengan performa mesin mobil ini,positif
221,Saya sangat puas dengan performa mesin mobil ini,positif
222,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
223,Garansi yang diberikan membuat saya merasa aman,positif
224,Harga tidak sebanding dengan kualitas yang diberikan,negatif
225,Saya kecewa dengan kualitas interior yang murahan,negatif
226,Dealer tidak responsif terhadap keluhan pelanggan,negatif
227,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
228,Dealer tidak responsif terhadap keluhan pelanggan,negatif
229,Mobil sering mogok meskipun baru dibeli,negatif
230,Saya sangat puas dengan performa mesin mobil ini,positif
231,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
232,Mobil sering mogok meskipun baru dibeli,negatif
233,AC mobil tidak dingin sejak pertama pakai,negatif
234,Mesin cepat panas dan boros bahan bakar,negatif
235,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
236,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
237,Desain interiornya modern dan elegan,positif
238,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
239,Handling mobil ini luar biasa di jalan berliku,positif
240,Dealer tidak responsif terhadap keluhan pelanggan,negatif
241,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
242,Sangat cocok untuk keluarga kecil seperti saya,positif
243,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
244,Suspensi terlalu keras membuat tidak nyaman,negatif
245,Saya sangat puas dengan performa mesin mobil ini,positif
246,Saya sangat puas dengan performa mesin mobil ini,positif
247,AC mobil tidak dingin sejak pertama pakai,negatif
248,Fitur mobil sering error dan tidak berfungsi,negatif
249,Mesin cepat panas dan boros bahan bakar,negatif
250,Harga tidak sebanding dengan kualitas yang diberikan,negatif
251,Mesin cepat panas dan boros bahan bakar,negatif
252,Garansi yang diberikan membuat saya merasa aman,positif
253,AC mobil tidak dingin sejak pertama pakai,negatif
254,Suara mesin terlalu bising saat dikendarai,negatif
255,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
256,Harga tidak sebanding dengan kualitas yang diberikan,negatif
257,Suara mesin terlalu bising saat dikendarai,negatif
258,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
259,Sangat cocok untuk keluarga kecil seperti saya,positif
260,Mesin cepat panas dan boros bahan bakar,negatif
261,Showroom sangat membantu selama proses pembelian,positif
262,Handling mobil ini luar biasa di jalan berliku,positif
263,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
264,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
265,Harga tidak sebanding dengan kualitas yang diberikan,negatif
266,Saya sangat puas dengan performa mesin mobil ini,positif
267,Harga tidak sebanding dengan kualitas yang diberikan,negatif
268,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
269,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
270,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
271,Garansi yang diberikan membuat saya merasa aman,positif
272,Fitur mobil sering error dan tidak berfungsi,negatif
273,Fitur mobil sering error dan tidak berfungsi,negatif
274,Saya sangat puas dengan performa mesin mobil ini,positif
275,Sangat cocok untuk keluarga kecil seperti saya,positif
276,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
277,Suara mesin terlalu bising saat dikendarai,negatif
278,Saya sangat puas dengan performa mesin mobil ini,positif
279,Harga tidak sebanding dengan kualitas yang diberikan,negatif
280,Suspensi terlalu keras membuat tidak nyaman,negatif
281,Suara mesin terlalu bising saat dikendarai,negatif
282,Suara mesin terlalu bising saat dikendarai,negatif
283,Showroom sangat membantu selama proses pembelian,positif
284,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
285,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
286,Sangat cocok untuk keluarga kecil seperti saya,positif
287,Suspensi terlalu keras membuat tidak nyaman,negatif
288,Suara mesin terlalu bising saat dikendarai,negatif
289,Mobil sering mogok meskipun baru dibeli,negatif
290,Suara mesin terlalu bising saat dikendarai,negatif
291,Sangat cocok untuk keluarga kecil seperti saya,positif
292,Suara mesin terlalu bising saat dikendarai,negatif
293,Mesin cepat panas dan boros bahan bakar,negatif
294,Dealer tidak responsif terhadap keluhan pelanggan,negatif
295,Showroom sangat membantu selama proses pembelian,positif
296,Harga tidak sebanding dengan kualitas yang diberikan,negatif
297,Garansi yang diberikan membuat saya merasa aman,positif
298,Garansi yang diberikan membuat saya merasa aman,positif
299,Harga tidak sebanding dengan kualitas yang diberikan,negatif
300,Pelayanan di bengkel luar biasa dan sangat cepat,positif
301,Suara mesin terlalu bising saat dikendarai,negatif
302,Handling mobil ini luar biasa di jalan berliku,positif
303,Saya sangat puas dengan performa mesin mobil ini,positif
304,Sangat cocok untuk keluarga kecil seperti saya,positif
305,AC mobil tidak dingin sejak pertama pakai,negatif
306,Saya sangat puas dengan performa mesin mobil ini,positif
307,Saya kecewa dengan kualitas interior yang murahan,negatif
308,Dealer tidak responsif terhadap keluhan pelanggan,negatif
309,Dealer tidak responsif terhadap keluhan pelanggan,negatif
310,Mobil sering mogok meskipun baru dibeli,negatif
311,Sangat cocok untuk keluarga kecil seperti saya,positif
312,Harga tidak sebanding dengan kualitas yang diberikan,negatif
313,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
314,Sangat cocok untuk keluarga kecil seperti saya,positif
315,Showroom sangat membantu selama proses pembelian,positif
316,Pelayanan di bengkel luar biasa dan sangat cepat,positif
317,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
318,Desain interiornya modern dan elegan,positif
319,Sangat cocok untuk keluarga kecil seperti saya,positif
320,Saya kecewa dengan kualitas interior yang murahan,negatif
321,AC mobil tidak dingin sejak pertama pakai,negatif
322,Pelayanan di bengkel luar biasa dan sangat cepat,positif
323,Suara mesin terlalu bising saat dikendarai,negatif
324,Saya kecewa dengan kualitas interior yang murahan,negatif
325,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
326,Harga tidak sebanding dengan kualitas yang diberikan,negatif
327,Suara mesin terlalu bising saat dikendarai,negatif
328,Garansi yang diberikan membuat saya merasa aman,positif
329,Showroom sangat membantu selama proses pembelian,positif
330,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
331,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
332,AC mobil tidak dingin sejak pertama pakai,negatif
333,Desain interiornya modern dan elegan,positif
334,Pelayanan di bengkel luar biasa dan sangat cepat,positif
335,Suspensi terlalu keras membuat tidak nyaman,negatif
336,Mesin cepat panas dan boros bahan bakar,negatif
337,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
338,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
339,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
340,Garansi yang diberikan membuat saya merasa aman,positif
341,Saya kecewa dengan kualitas interior yang murahan,negatif
342,Mesin cepat panas dan boros bahan bakar,negatif
343,AC mobil tidak dingin sejak pertama pakai,negatif
344,Mesin cepat panas dan boros bahan bakar,negatif
345,Suspensi terlalu keras membuat tidak nyaman,negatif
346,Sangat cocok untuk keluarga kecil seperti saya,positif
347,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
348,Showroom sangat membantu selama proses pembelian,positif
349,AC mobil tidak dingin sejak pertama pakai,negatif
350,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
351,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
352,Showroom sangat membantu selama proses pembelian,positif
353,Harga tidak sebanding dengan kualitas yang diberikan,negatif
354,Suara mesin terlalu bising saat dikendarai,negatif
355,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
356,Saya sangat puas dengan performa mesin mobil ini,positif
357,Harga tidak sebanding dengan kualitas yang diberikan,negatif
358,Suspensi terlalu keras membuat tidak nyaman,negatif
359,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
360,Saya sangat puas dengan performa mesin mobil ini,positif
361,AC mobil tidak dingin sejak pertama pakai,negatif
362,Fitur mobil sering error dan tidak berfungsi,negatif
363,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
364,Garansi yang diberikan membuat saya merasa aman,positif
365,Desain interiornya modern dan elegan,positif
366,Saya sangat puas dengan performa mesin mobil ini,positif
367,Garansi yang diberikan membuat saya merasa aman,positif
368,Suspensi terlalu keras membuat tidak nyaman,negatif
369,Sangat cocok untuk keluarga kecil seperti saya,positif
370,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
371,Suspensi terlalu keras membuat tidak nyaman,negatif
372,Garansi yang diberikan membuat saya merasa aman,positif
373,AC mobil tidak dingin sejak pertama pakai,negatif
374,Pelayanan di bengkel luar biasa dan sangat cepat,positif
375,Suara mesin terlalu bising saat dikendarai,negatif
376,Mesin cepat panas dan boros bahan bakar,negatif
377,Mobil sering mogok meskipun baru dibeli,negatif
378,Saya sangat puas dengan performa mesin mobil ini,positif
379,Pelayanan di bengkel luar biasa dan sangat cepat,positif
380,Saya kecewa dengan kualitas interior yang murahan,negatif
381,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
382,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
383,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
384,Handling mobil ini luar biasa di jalan berliku,positif
385,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
386,AC mobil tidak dingin sejak pertama pakai,negatif
387,Handling mobil ini luar biasa di jalan berliku,positif
388,Saya sangat puas dengan performa mesin mobil ini,positif
389,Desain interiornya modern dan elegan,positif
390,AC mobil tidak dingin sejak pertama pakai,negatif
391,Suara mesin terlalu bising saat dikendarai,negatif
392,Showroom sangat membantu selama proses pembelian,positif
393,Desain interiornya modern dan elegan,positif
394,AC mobil tidak dingin sejak pertama pakai,negatif
395,Pelayanan di bengkel luar biasa dan sangat cepat,positif
396,Handling mobil ini luar biasa di jalan berliku,positif
397,Desain interiornya modern dan elegan,positif
398,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
399,Sangat cocok untuk keluarga kecil seperti saya,positif
400,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
401,Garansi yang diberikan membuat saya merasa aman,positif
402,Dealer tidak responsif terhadap keluhan pelanggan,negatif
403,Pelayanan di bengkel luar biasa dan sangat cepat,positif
404,Suara mesin terlalu bising saat dikendarai,negatif
405,Saya kecewa dengan kualitas interior yang murahan,negatif
406,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
407,Handling mobil ini luar biasa di jalan berliku,positif
408,Suspensi terlalu keras membuat tidak nyaman,negatif
409,Mesin cepat panas dan boros bahan bakar,negatif
410,Handling mobil ini luar biasa di jalan berliku,positif
411,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
412,Garansi yang diberikan membuat saya merasa aman,positif
413,Suspensi terlalu keras membuat tidak nyaman,negatif
414,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
415,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
416,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
417,Saya sangat puas dengan performa mesin mobil ini,positif
418,Mobil sering mogok meskipun baru dibeli,negatif
419,Harga tidak sebanding dengan kualitas yang diberikan,negatif
420,Mesin cepat panas dan boros bahan bakar,negatif
421,Dealer tidak responsif terhadap keluhan pelanggan,negatif
422,Mobil sering mogok meskipun baru dibeli,negatif
423,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
424,Suspensi terlalu keras membuat tidak nyaman,negatif
425,Harga tidak sebanding dengan kualitas yang diberikan,negatif
426,Saya kecewa dengan kualitas interior yang murahan,negatif
427,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
428,Garansi yang diberikan membuat saya merasa aman,positif
429,Mesin cepat panas dan boros bahan bakar,negatif
430,Suara mesin terlalu bising saat dikendarai,negatif
431,Mobil sering mogok meskipun baru dibeli,negatif
432,Dealer tidak responsif terhadap keluhan pelanggan,negatif
433,Saya kecewa dengan kualitas interior yang murahan,negatif
434,Saya sangat puas dengan performa mesin mobil ini,positif
435,Suspensi terlalu keras membuat tidak nyaman,negatif
436,Pelayanan di bengkel luar biasa dan sangat cepat,positif
437,Showroom sangat membantu selama proses pembelian,positif
438,Dealer tidak responsif terhadap keluhan pelanggan,negatif
439,Suspensi terlalu keras membuat tidak nyaman,negatif
440,Sangat cocok untuk keluarga kecil seperti saya,positif
441,Mobil sering mogok meskipun baru dibeli,negatif
442,Showroom sangat membantu selama proses pembelian,positif
443,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
444,Dealer tidak responsif terhadap keluhan pelanggan,negatif
445,Pelayanan di bengkel luar biasa dan sangat cepat,positif
446,Saya kecewa dengan kualitas interior yang murahan,negatif
447,AC mobil tidak dingin sejak pertama pakai,negatif
448,Pelayanan di bengkel luar biasa dan sangat cepat,positif
449,Suara mesin terlalu bising saat dikendarai,negatif
450,Fitur mobil sering error dan tidak berfungsi,negatif
451,Desain interiornya modern dan elegan,positif
452,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
453,Garansi yang diberikan membuat saya merasa aman,positif
454,Mesin cepat panas dan boros bahan bakar,negatif
455,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
456,Pelayanan di bengkel luar biasa dan sangat cepat,positif
457,Mesin cepat panas dan boros bahan bakar,negatif
458,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
459,Sangat cocok untuk keluarga kecil seperti saya,positif
460,AC mobil tidak dingin sejak pertama pakai,negatif
461,Desain interiornya modern dan elegan,positif
462,Harga tidak sebanding dengan kualitas yang diberikan,negatif
463,Suara mesin terlalu bising saat dikendarai,negatif
464,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
465,Desain interiornya modern dan elegan,positif
466,Suara mesin terlalu bising saat dikendarai,negatif
467,Dealer tidak responsif terhadap keluhan pelanggan,negatif
468,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
469,Suara mesin terlalu bising saat dikendarai,negatif
470,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
471,Mobil sering mogok meskipun baru dibeli,negatif
472,Suspensi terlalu keras membuat tidak nyaman,negatif
473,Harga tidak sebanding dengan kualitas yang diberikan,negatif
474,Handling mobil ini luar biasa di jalan berliku,positif
475,Saya sangat puas dengan performa mesin mobil ini,positif
476,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
477,Showroom sangat membantu selama proses pembelian,positif
478,Suspensi terlalu keras membuat tidak nyaman,negatif
479,Mobil sering mogok meskipun baru dibeli,negatif
480,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
481,Suspensi terlalu keras membuat tidak nyaman,negatif
482,Garansi yang diberikan membuat saya merasa aman,positif
483,Pelayanan di bengkel luar biasa dan sangat cepat,positif
484,Suspensi terlalu keras membuat tidak nyaman,negatif
485,AC mobil tidak dingin sejak pertama pakai,negatif
486,Sangat cocok untuk keluarga kecil seperti saya,positif
487,Mobil sering mogok meskipun baru dibeli,negatif
488,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
489,Mobil sering mogok meskipun baru dibeli,negatif
490,Showroom sangat membantu selama proses pembelian,positif
491,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
492,Garansi yang diberikan membuat saya merasa aman,positif
493,Sangat cocok untuk keluarga kecil seperti saya,positif
494,Desain interiornya modern dan elegan,positif
