ID,Ulasan,Label
57,Saya sangat puas dengan performa mesin mobil ini,positif
58,Desain interiornya modern dan elegan,positif
59,Showroom sangat membantu selama proses pembelian,positif
60,Garansi yang diberikan membuat saya merasa aman,positif
61,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
62,Mobil sering mogok meskipun baru dibeli,negatif
63,Fitur mobil sering error dan tidak berfungsi,negatif
64,Fitur mobil sering error dan tidak berfungsi,negatif
65,Dealer tidak responsif terhadap keluhan pelanggan,negatif
66,Mobil sering mogok meskipun baru dibeli,negatif
67,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
68,Mobil sering mogok meskipun baru dibeli,negatif
69,Pelayanan di bengkel luar biasa dan sangat cepat,positif
70,Sangat cocok untuk keluarga kecil seperti saya,positif
71,AC mobil tidak dingin sejak pertama pakai,negatif
72,Showroom sangat membantu selama proses pembelian,positif
73,Suspensi terlalu keras membuat tidak nyaman,negatif
74,Saya kecewa dengan kualitas interior yang murahan,negatif
75,Saya sangat puas dengan performa mesin mobil ini,positif
76,Mobil sering mogok meskipun baru dibeli,negatif
77,Pelayanan di bengkel luar biasa dan sangat cepat,positif
78,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
79,Showroom sangat membantu selama proses pembelian,positif
80,Pelayanan di bengkel luar biasa dan sangat cepat,positif
81,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
82,Garansi yang diberikan membuat saya merasa aman,positif
83,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
84,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
85,Suara mesin terlalu bising saat dikendarai,negatif
86,Suspensi terlalu keras membuat tidak nyaman,negatif
87,Desain interiornya modern dan elegan,positif
88,Dealer tidak responsif terhadap keluhan pelanggan,negatif
89,Harga tidak sebanding dengan kualitas yang diberikan,negatif
90,Fitur mobil sering error dan tidak berfungsi,negatif
91,Showroom sangat membantu selama proses pembelian,positif
92,AC mobil tidak dingin sejak pertama pakai,negatif
93,Saya kecewa dengan kualitas interior yang murahan,negatif
94,Suara mesin terlalu bising saat dikendarai,negatif
95,Mobil sering mogok meskipun baru dibeli,negatif
96,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
97,AC mobil tidak dingin sejak pertama pakai,negatif
98,Mesin cepat panas dan boros bahan bakar,negatif
99,Harga tidak sebanding dengan kualitas yang diberikan,negatif
100,Garansi yang diberikan membuat saya merasa aman,positif
101,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
102,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
103,Harga tidak sebanding dengan kualitas yang diberikan,negatif
104,Garansi yang diberikan membuat saya merasa aman,positif
105,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
106,Garansi yang diberikan membuat saya merasa aman,positif
107,Saya sangat puas dengan performa mesin mobil ini,positif
108,Sangat cocok untuk keluarga kecil seperti saya,positif
109,Sangat cocok untuk keluarga kecil seperti saya,positif
110,Dealer tidak responsif terhadap keluhan pelanggan,negatif
111,Handling mobil ini luar biasa di jalan berliku,positif
112,Sangat cocok untuk keluarga kecil seperti saya,positif
113,Dealer tidak responsif terhadap keluhan pelanggan,negatif
114,Saya sangat puas dengan performa mesin mobil ini,positif
115,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
116,Garansi yang diberikan membuat saya merasa aman,positif
117,Desain interiornya modern dan elegan,positif
118,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
119,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
120,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
121,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
122,Garansi yang diberikan membuat saya merasa aman,positif
123,Dealer tidak responsif terhadap keluhan pelanggan,negatif
124,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
125,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
126,Harga tidak sebanding dengan kualitas yang diberikan,negatif
127,Fitur mobil sering error dan tidak berfungsi,negatif
128,Mobil sering mogok meskipun baru dibeli,negatif
129,Handling mobil ini luar biasa di jalan berliku,positif
130,Fitur mobil sering error dan tidak berfungsi,negatif
131,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
132,Handling mobil ini luar biasa di jalan berliku,positif
133,Showroom sangat membantu selama proses pembelian,positif
134,Handling mobil ini luar biasa di jalan berliku,positif
135,Fitur mobil sering error dan tidak berfungsi,negatif
136,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
137,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
138,Suara mesin terlalu bising saat dikendarai,negatif
139,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
140,Showroom sangat membantu selama proses pembelian,positif
141,Saya kecewa dengan kualitas interior yang murahan,negatif
142,Fitur mobil sering error dan tidak berfungsi,negatif
143,Dealer tidak responsif terhadap keluhan pelanggan,negatif
144,Pelayanan di bengkel luar biasa dan sangat cepat,positif
145,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
146,Mobil sering mogok meskipun baru dibeli,negatif
147,Mesin cepat panas dan boros bahan bakar,negatif
148,Desain interiornya modern dan elegan,positif
149,Showroom sangat membantu selama proses pembelian,positif
150,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
151,Saya sangat puas dengan performa mesin mobil ini,positif
152,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
153,Saya kecewa dengan kualitas interior yang murahan,negatif
154,AC mobil tidak dingin sejak pertama pakai,negatif
155,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
156,Harga tidak sebanding dengan kualitas yang diberikan,negatif
157,Suspensi terlalu keras membuat tidak nyaman,negatif
158,Sangat cocok untuk keluarga kecil seperti saya,positif
159,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
160,Handling mobil ini luar biasa di jalan berliku,positif
161,Saya sangat puas dengan performa mesin mobil ini,positif
162,Harga tidak sebanding dengan kualitas yang diberikan,negatif
163,Saya sangat puas dengan performa mesin mobil ini,positif
164,Saya sangat puas dengan performa mesin mobil ini,positif
165,Harga tidak sebanding dengan kualitas yang diberikan,negatif
166,Dealer tidak responsif terhadap keluhan pelanggan,negatif
167,Mesin cepat panas dan boros bahan bakar,negatif
168,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
169,Suspensi terlalu keras membuat tidak nyaman,negatif
170,Handling mobil ini luar biasa di jalan berliku,positif
171,Sangat cocok untuk keluarga kecil seperti saya,positif
172,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
173,AC mobil tidak dingin sejak pertama pakai,negatif
174,Mesin cepat panas dan boros bahan bakar,negatif
175,Fitur mobil sering error dan tidak berfungsi,negatif
176,Saya sangat puas dengan performa mesin mobil ini,positif
177,Pelayanan di bengkel luar biasa dan sangat cepat,positif
178,Saya sangat puas dengan performa mesin mobil ini,positif
179,Saya kecewa dengan kualitas interior yang murahan,negatif
180,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
181,Desain interiornya modern dan elegan,positif
182,AC mobil tidak dingin sejak pertama pakai,negatif
183,Dealer tidak responsif terhadap keluhan pelanggan,negatif
184,Suspensi terlalu keras membuat tidak nyaman,negatif
185,Sangat cocok untuk keluarga kecil seperti saya,positif
186,Pelayanan di bengkel luar biasa dan sangat cepat,positif
187,Saya sangat puas dengan performa mesin mobil ini,positif
188,Fitur mobil sering error dan tidak berfungsi,negatif
189,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
190,Suara mesin terlalu bising saat dikendarai,negatif
191,Saya kecewa dengan kualitas interior yang murahan,negatif
192,Fitur mobil sering error dan tidak berfungsi,negatif
193,Mobil sering mogok meskipun baru dibeli,negatif
194,Mobil sering mogok meskipun baru dibeli,negatif
195,Garansi yang diberikan membuat saya merasa aman,positif
196,Desain interiornya modern dan elegan,positif
197,Fitur mobil sering error dan tidak berfungsi,negatif
198,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
199,Showroom sangat membantu selama proses pembelian,positif
200,Harga tidak sebanding dengan kualitas yang diberikan,negatif
201,Suara mesin terlalu bising saat dikendarai,negatif
202,Desain interiornya modern dan elegan,positif
203,Harga tidak sebanding dengan kualitas yang diberikan,negatif
204,Pelayanan di bengkel luar biasa dan sangat cepat,positif
205,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
206,Sangat cocok untuk keluarga kecil seperti saya,positif
207,Desain interiornya modern dan elegan,positif
208,Garansi yang diberikan membuat saya merasa aman,positif
209,Garansi yang diberikan membuat saya merasa aman,positif
210,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
211,Pelayanan di bengkel luar biasa dan sangat cepat,positif
212,Saya kecewa dengan kualitas interior yang murahan,negatif
213,Garansi yang diberikan membuat saya merasa aman,positif
214,Harga tidak sebanding dengan kualitas yang diberikan,negatif
215,Suara mesin terlalu bising saat dikendarai,negatif
216,Mesin cepat panas dan boros bahan bakar,negatif
217,Desain interiornya modern dan elegan,positif
218,AC mobil tidak dingin sejak pertama pakai,negatif
219,Saya kecewa dengan kualitas interior yang murahan,negatif
220,Saya sangat puas dengan performa mesin mobil ini,positif
221,Harga tidak sebanding dengan kualitas yang diberikan,negatif
222,Fitur mobil sering error dan tidak berfungsi,negatif
223,Mesin cepat panas dan boros bahan bakar,negatif
224,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
225,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
226,Fitur mobil sering error dan tidak berfungsi,negatif
227,Harga tidak sebanding dengan kualitas yang diberikan,negatif
228,Handling mobil ini luar biasa di jalan berliku,positif
229,Showroom sangat membantu selama proses pembelian,positif
230,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
231,Sangat cocok untuk keluarga kecil seperti saya,positif
232,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
233,AC mobil tidak dingin sejak pertama pakai,negatif
234,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
235,Pelayanan di bengkel luar biasa dan sangat cepat,positif
236,Saya kecewa dengan kualitas interior yang murahan,negatif
237,Desain interiornya modern dan elegan,positif
238,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
239,Saya kecewa dengan kualitas interior yang murahan,negatif
240,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
241,Dealer tidak responsif terhadap keluhan pelanggan,negatif
242,Mobil sering mogok meskipun baru dibeli,negatif
243,Sangat cocok untuk keluarga kecil seperti saya,positif
244,AC mobil tidak dingin sejak pertama pakai,negatif
245,Mesin cepat panas dan boros bahan bakar,negatif
246,Suspensi terlalu keras membuat tidak nyaman,negatif
247,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
248,Mobil sering mogok meskipun baru dibeli,negatif
249,Garansi yang diberikan membuat saya merasa aman,positif
250,Handling mobil ini luar biasa di jalan berliku,positif
251,Saya kecewa dengan kualitas interior yang murahan,negatif
252,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
253,Mobil sering mogok meskipun baru dibeli,negatif
254,Garansi yang diberikan membuat saya merasa aman,positif
255,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
256,Mesin cepat panas dan boros bahan bakar,negatif
257,Saya sangat puas dengan performa mesin mobil ini,positif
258,Desain interiornya modern dan elegan,positif
259,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
260,Saya sangat puas dengan performa mesin mobil ini,positif
261,Garansi yang diberikan membuat saya merasa aman,positif
262,Suara mesin terlalu bising saat dikendarai,negatif
263,Sangat cocok untuk keluarga kecil seperti saya,positif
264,Pelayanan di bengkel luar biasa dan sangat cepat,positif
265,Mobil sering mogok meskipun baru dibeli,negatif
266,Mesin cepat panas dan boros bahan bakar,negatif
267,Mesin cepat panas dan boros bahan bakar,negatif
268,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
269,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
270,Harga tidak sebanding dengan kualitas yang diberikan,negatif
271,Suara mesin terlalu bising saat dikendarai,negatif
272,Saya kecewa dengan kualitas interior yang murahan,negatif
273,Desain interiornya modern dan elegan,positif
274,Suara mesin terlalu bising saat dikendarai,negatif
275,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
276,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
277,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
278,Suspensi terlalu keras membuat tidak nyaman,negatif
279,Harga tidak sebanding dengan kualitas yang diberikan,negatif
280,Mobil sering mogok meskipun baru dibeli,negatif
281,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
282,Mesin cepat panas dan boros bahan bakar,negatif
283,Sangat cocok untuk keluarga kecil seperti saya,positif
284,Desain interiornya modern dan elegan,positif
285,Saya sangat puas dengan performa mesin mobil ini,positif
286,Handling mobil ini luar biasa di jalan berliku,positif
287,Handling mobil ini luar biasa di jalan berliku,positif
288,Mesin cepat panas dan boros bahan bakar,negatif
289,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
290,Handling mobil ini luar biasa di jalan berliku,positif
291,Fitur mobil sering error dan tidak berfungsi,negatif
292,Suara mesin terlalu bising saat dikendarai,negatif
293,Dealer tidak responsif terhadap keluhan pelanggan,negatif
294,Pelayanan di bengkel luar biasa dan sangat cepat,positif
295,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
296,Desain interiornya modern dan elegan,positif
297,Harga tidak sebanding dengan kualitas yang diberikan,negatif
298,Garansi yang diberikan membuat saya merasa aman,positif
299,Suspensi terlalu keras membuat tidak nyaman,negatif
300,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
301,Mobil sering mogok meskipun baru dibeli,negatif
302,Dealer tidak responsif terhadap keluhan pelanggan,negatif
303,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
304,Desain interiornya modern dan elegan,positif
305,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
306,Fitur mobil sering error dan tidak berfungsi,negatif
307,Dealer tidak responsif terhadap keluhan pelanggan,negatif
308,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
309,Pelayanan di bengkel luar biasa dan sangat cepat,positif
310,Fitur mobil sering error dan tidak berfungsi,negatif
311,AC mobil tidak dingin sejak pertama pakai,negatif
312,Harga tidak sebanding dengan kualitas yang diberikan,negatif
313,Fitur mobil sering error dan tidak berfungsi,negatif
314,Pelayanan di bengkel luar biasa dan sangat cepat,positif
315,Harga tidak sebanding dengan kualitas yang diberikan,negatif
316,Fitur mobil sering error dan tidak berfungsi,negatif
317,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
318,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
319,Saya kecewa dengan kualitas interior yang murahan,negatif
320,AC mobil tidak dingin sejak pertama pakai,negatif
321,Mesin cepat panas dan boros bahan bakar,negatif
322,Garansi yang diberikan membuat saya merasa aman,positif
323,Saya sangat puas dengan performa mesin mobil ini,positif
324,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
325,Mesin cepat panas dan boros bahan bakar,negatif
326,Mobil sering mogok meskipun baru dibeli,negatif
327,Suara mesin terlalu bising saat dikendarai,negatif
328,Fitur mobil sering error dan tidak berfungsi,negatif
329,Saya kecewa dengan kualitas interior yang murahan,negatif
330,Garansi yang diberikan membuat saya merasa aman,positif
331,Sangat cocok untuk keluarga kecil seperti saya,positif
332,Garansi yang diberikan membuat saya merasa aman,positif
333,Handling mobil ini luar biasa di jalan berliku,positif
334,Sangat cocok untuk keluarga kecil seperti saya,positif
335,Suara mesin terlalu bising saat dikendarai,negatif
336,Handling mobil ini luar biasa di jalan berliku,positif
337,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
338,Mesin cepat panas dan boros bahan bakar,negatif
339,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
340,Suara mesin terlalu bising saat dikendarai,negatif
341,AC mobil tidak dingin sejak pertama pakai,negatif
342,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
343,Handling mobil ini luar biasa di jalan berliku,positif
344,Saya sangat puas dengan performa mesin mobil ini,positif
345,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
346,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
347,Garansi yang diberikan membuat saya merasa aman,positif
348,Desain interiornya modern dan elegan,positif
349,Dealer tidak responsif terhadap keluhan pelanggan,negatif
350,Saya kecewa dengan kualitas interior yang murahan,negatif
351,Suspensi terlalu keras membuat tidak nyaman,negatif
352,Mobil sering mogok meskipun baru dibeli,negatif
353,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
354,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
355,Mesin cepat panas dan boros bahan bakar,negatif
356,Fitur mobil sering error dan tidak berfungsi,negatif
357,Garansi yang diberikan membuat saya merasa aman,positif
358,Mesin cepat panas dan boros bahan bakar,negatif
359,Saya kecewa dengan kualitas interior yang murahan,negatif
360,Mesin cepat panas dan boros bahan bakar,negatif
361,Garansi yang diberikan membuat saya merasa aman,positif
362,Saya kecewa dengan kualitas interior yang murahan,negatif
363,Suara mesin terlalu bising saat dikendarai,negatif
364,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
365,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
366,Showroom sangat membantu selama proses pembelian,positif
367,Handling mobil ini luar biasa di jalan berliku,positif
368,Dealer tidak responsif terhadap keluhan pelanggan,negatif
369,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
370,Dealer tidak responsif terhadap keluhan pelanggan,negatif
371,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
372,Harga tidak sebanding dengan kualitas yang diberikan,negatif
373,Showroom sangat membantu selama proses pembelian,positif
374,Garansi yang diberikan membuat saya merasa aman,positif
375,Handling mobil ini luar biasa di jalan berliku,positif
376,Mobil sering mogok meskipun baru dibeli,negatif
377,Suspensi terlalu keras membuat tidak nyaman,negatif
378,Handling mobil ini luar biasa di jalan berliku,positif
379,Garansi yang diberikan membuat saya merasa aman,positif
380,Garansi yang diberikan membuat saya merasa aman,positif
381,Desain interiornya modern dan elegan,positif
382,Suspensi terlalu keras membuat tidak nyaman,negatif
383,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
384,Showroom sangat membantu selama proses pembelian,positif
385,Garansi yang diberikan membuat saya merasa aman,positif
386,Mobil sering mogok meskipun baru dibeli,negatif
387,Desain interiornya modern dan elegan,positif
388,Suspensi terlalu keras membuat tidak nyaman,negatif
389,Showroom sangat membantu selama proses pembelian,positif
390,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
391,Handling mobil ini luar biasa di jalan berliku,positif
392,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
393,Harga tidak sebanding dengan kualitas yang diberikan,negatif
394,Suara mesin terlalu bising saat dikendarai,negatif
395,Pelayanan di bengkel luar biasa dan sangat cepat,positif
396,Sangat cocok untuk keluarga kecil seperti saya,positif
397,Suspensi terlalu keras membuat tidak nyaman,negatif
398,Showroom sangat membantu selama proses pembelian,positif
399,Handling mobil ini luar biasa di jalan berliku,positif
400,Mesin cepat panas dan boros bahan bakar,negatif
401,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
402,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
403,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
404,Pelayanan di bengkel luar biasa dan sangat cepat,positif
405,Fitur mobil sering error dan tidak berfungsi,negatif
406,Pelayanan di bengkel luar biasa dan sangat cepat,positif
407,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
408,Saya sangat puas dengan performa mesin mobil ini,positif
409,Desain interiornya modern dan elegan,positif
410,Mobil sering mogok meskipun baru dibeli,negatif
411,Desain interiornya modern dan elegan,positif
412,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
413,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
414,Handling mobil ini luar biasa di jalan berliku,positif
415,Desain interiornya modern dan elegan,positif
416,Fitur mobil sering error dan tidak berfungsi,negatif
417,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
418,Mesin cepat panas dan boros bahan bakar,negatif
419,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
420,Saya sangat puas dengan performa mesin mobil ini,positif
421,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
422,Suspensi terlalu keras membuat tidak nyaman,negatif
423,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
424,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
425,Pelayanan di bengkel luar biasa dan sangat cepat,positif
426,Saya sangat puas dengan performa mesin mobil ini,positif
427,Mobil sering mogok meskipun baru dibeli,negatif
428,Fitur mobil sering error dan tidak berfungsi,negatif
429,Suara mesin terlalu bising saat dikendarai,negatif
430,Pelayanan di bengkel luar biasa dan sangat cepat,positif
431,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
432,Mobil sering mogok meskipun baru dibeli,negatif
433,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
434,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
435,Showroom sangat membantu selama proses pembelian,positif
436,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
437,Handling mobil ini luar biasa di jalan berliku,positif
438,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
439,Mobil sering mogok meskipun baru dibeli,negatif
440,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
441,AC mobil tidak dingin sejak pertama pakai,negatif
442,Saya sangat puas dengan performa mesin mobil ini,positif
443,Showroom sangat membantu selama proses pembelian,positif
444,Mesin cepat panas dan boros bahan bakar,negatif
445,Showroom sangat membantu selama proses pembelian,positif
446,Pelayanan di bengkel luar biasa dan sangat cepat,positif
447,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
448,Suspensi terlalu keras membuat tidak nyaman,negatif
449,Showroom sangat membantu selama proses pembelian,positif
450,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
451,"Konsumsi BBM sangat efisien, cocok untuk pemakaian harian",positif
452,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
453,Mesin cepat panas dan boros bahan bakar,negatif
454,Mobil ini sangat nyaman dikendarai dan irit bahan bakar,positif
455,Mesin cepat panas dan boros bahan bakar,negatif
456,Fitur mobil sering error dan tidak berfungsi,negatif
457,Sangat cocok untuk keluarga kecil seperti saya,positif
458,Handling mobil ini luar biasa di jalan berliku,positif
459,Saya sangat puas dengan performa mesin mobil ini,positif
460,Saya sangat puas dengan performa mesin mobil ini,positif
461,Mesin cepat panas dan boros bahan bakar,negatif
462,Saya kecewa dengan kualitas interior yang murahan,negatif
463,Fitur mobil sering error dan tidak berfungsi,negatif
464,AC mobil tidak dingin sejak pertama pakai,negatif
465,AC mobil tidak dingin sejak pertama pakai,negatif
466,Harga tidak sebanding dengan kualitas yang diberikan,negatif
467,Garansi yang diberikan membuat saya merasa aman,positif
468,Fitur mobil sering error dan tidak berfungsi,negatif
469,Dealer tidak responsif terhadap keluhan pelanggan,negatif
470,Mesin cepat panas dan boros bahan bakar,negatif
471,Fitur mobil sering error dan tidak berfungsi,negatif
472,Suara mesin terlalu bising saat dikendarai,negatif
473,Saya kecewa dengan kualitas interior yang murahan,negatif
474,Desain interiornya modern dan elegan,positif
475,Fitur hiburannya membuat perjalanan jadi menyenangkan,positif
476,Fitur mobil sering error dan tidak berfungsi,negatif
477,Desain interiornya modern dan elegan,positif
478,Desain interiornya modern dan elegan,positif
479,Handling mobil ini luar biasa di jalan berliku,positif
480,Suara mesin terlalu bising saat dikendarai,negatif
481,Fitur mobil sering error dan tidak berfungsi,negatif
482,Pelayanan di bengkel luar biasa dan sangat cepat,positif
483,AC mobil tidak dingin sejak pertama pakai,negatif
484,Harga tidak sebanding dengan kualitas yang diberikan,negatif
485,Saya sangat puas dengan performa mesin mobil ini,positif
486,Pelayanan di bengkel sangat lambat dan mengecewakan,negatif
487,Mesin cepat panas dan boros bahan bakar,negatif
488,Saya sangat puas dengan performa mesin mobil ini,positif
489,Garansi yang diberikan membuat saya merasa aman,positif
490,Harga tidak sebanding dengan kualitas yang diberikan,negatif
491,Saya sangat puas dengan performa mesin mobil ini,positif
492,Showroom sangat membantu selama proses pembelian,positif
493,Desain interiornya modern dan elegan,positif
494,Desain interiornya modern dan elegan,positif
